name,city,locality,cuisines,cost,Currency,rating,votes,primary_cuisine,cost_category
Bansiwala Rasoi,Gurgaon,Palam Vihar,street food,300,Indian Rupees(Rs.),0.0,0,street food,medium
Bansiwala Sweets,Gurgaon,Palam Vihar,"street food, mithai",100,Indian Rupees(Rs.),0.0,1,street food,low
Best Pizza Hut,Gurgaon,Palam Vihar,fast food,350,Indian Rupees(Rs.),0.0,0,fast food,medium
Bikaner Sweets & Restaurant,Gurgaon,Palam Vihar,"north indian, street food, mithai",200,Indian Rupees(Rs.),0.0,0,north indian,low
Chaska Food Corner,Gurgaon,Palam Vihar,"chinese, north indian",700,Indian Rupees(Rs.),0.0,1,chinese,medium
Chulha,Gurgaon,Palam Vihar,"north indian, mughlai, awadhi",500,Indian Rupees(Rs.),0.0,0,north indian,medium
Dev Restaurant,Gurgaon,Palam Vihar,"north indian, chinese",600,Indian Rupees(Rs.),0.0,0,north indian,medium
Dietpoint,Gurgaon,Palam Vihar,"chinese, north indian",600,Indian Rupees(Rs.),0.0,0,chinese,medium
Gautam Bakery,Gurgaon,Palam Vihar,"bakery, fast food",150,Indian Rupees(Rs.),0.0,0,bakery,low
Honey Hot & Spicy,Gurgaon,Palam Vihar,"north indian, chinese",250,Indian Rupees(Rs.),0.0,1,north indian,low
Hot & Spicy,Gurgaon,Palam Vihar,"north indian, chinese, south indian, fast food",450,Indian Rupees(Rs.),0.0,0,north indian,medium
Hot Fork,Gurgaon,Palam Vihar,"chinese, fast food",400,Indian Rupees(Rs.),0.0,2,chinese,medium
Icon Foods,Gurgaon,Palam Vihar,"north indian, south indian, chinese",600,Indian Rupees(Rs.),0.0,0,north indian,medium
Indochi Cafe & Restaurant,Gurgaon,Palam Vihar,"north indian, mughlai, chinese",400,Indian Rupees(Rs.),0.0,1,north indian,medium
Love to Wish,Gurgaon,Palam Vihar,"bakery, desserts",200,Indian Rupees(Rs.),0.0,2,bakery,low
M CríÂme,Gurgaon,Palam Vihar,"bakery, desserts",700,Indian Rupees(Rs.),0.0,0,bakery,medium
Mamta Tiffin Service,Gurgaon,Palam Vihar,north indian,150,Indian Rupees(Rs.),0.0,0,north indian,low
Panther Restaurant,Gurgaon,Palam Vihar,"north indian, chinese",600,Indian Rupees(Rs.),0.0,0,north indian,medium
Pizza King,Gurgaon,Palam Vihar,"pizza, fast food",600,Indian Rupees(Rs.),0.0,1,pizza,medium
Radha Swami Shudh Vaishno Dhaba,Gurgaon,Palam Vihar,north indian,300,Indian Rupees(Rs.),0.0,2,north indian,medium
RD's Authentic Aroma,Gurgaon,Palam Vihar,"north indian, south indian, chinese",450,Indian Rupees(Rs.),0.0,2,north indian,medium
Savour,Gurgaon,Palam Vihar,biryani,250,Indian Rupees(Rs.),0.0,1,biryani,low
Sheetla Dhaba,Gurgaon,Palam Vihar,north indian,400,Indian Rupees(Rs.),0.0,0,north indian,medium
Shree Bikaner Mishthan Bhandar,Gurgaon,Palam Vihar,mithai,500,Indian Rupees(Rs.),0.0,2,mithai,medium
Shree Shyam Bhojnalaya,Gurgaon,Palam Vihar,north indian,350,Indian Rupees(Rs.),0.0,3,north indian,medium
Shristi Happy Eats,Gurgaon,Palam Vihar,street food,150,Indian Rupees(Rs.),0.0,0,street food,low
Singh Terrace Grill,Gurgaon,Palam Vihar,north indian,500,Indian Rupees(Rs.),0.0,0,north indian,medium
Swami Vaishno Dhaba,Gurgaon,Palam Vihar,north indian,300,Indian Rupees(Rs.),0.0,0,north indian,medium
Wah Ji Wah,Gurgaon,Palam Vihar,north indian,400,Indian Rupees(Rs.),0.0,1,north indian,medium
Cafe 55 - Park Inn,Gurgaon,"Park Inn, Sector 15, Gurgaon","continental, north indian, chinese",1500,Indian Rupees(Rs.),3.2,13,continental,high
New Town Lounge & Bar - Park Plaza,Gurgaon,"Park Plaza, Sushant Lok","continental, finger food",3000,Indian Rupees(Rs.),3.4,20,continental,high
New Town Pastry Shop - Park Plaza,Gurgaon,"Park Plaza, Sushant Lok","bakery, desserts",1200,Indian Rupees(Rs.),3.2,26,bakery,high
New Town Cafe - Park Plaza,Gurgaon,"Park Plaza, Sushant Lok","continental, american, north indian, chinese",2200,Indian Rupees(Rs.),3.7,176,continental,high
The Great Kabab Factory - Park Plaza,Gurgaon,"Park Plaza, Sushant Lok","north indian, mughlai",3000,Indian Rupees(Rs.),3.7,340,north indian,high
K2 Restaurant,Gurgaon,"Plaza Mall, MG Road","korean, chinese",2000,Indian Rupees(Rs.),3.0,21,korean,high
Angels in my Kitchen,Gurgaon,"Qutab Plaza, DLF Phase 1","bakery, desserts, fast food",350,Indian Rupees(Rs.),3.1,84,bakery,medium
Barista,Gurgaon,"Qutab Plaza, DLF Phase 1",cafe,650,Indian Rupees(Rs.),3.3,41,cafe,medium
Cafe Coffee Day,Gurgaon,"Qutab Plaza, DLF Phase 1",cafe,450,Indian Rupees(Rs.),2.8,18,cafe,medium
Cafe Naklee,Gurgaon,"Qutab Plaza, DLF Phase 1",cafe,400,Indian Rupees(Rs.),3.2,10,cafe,medium
Chacha's Take Away,Gurgaon,"Qutab Plaza, DLF Phase 1","north indian, mughlai",700,Indian Rupees(Rs.),2.8,16,north indian,medium
Colonel's Kababz,Gurgaon,"Qutab Plaza, DLF Phase 1","north indian, mughlai",900,Indian Rupees(Rs.),3.0,61,north indian,high
Domino's Pizza,Gurgaon,"Qutab Plaza, DLF Phase 1","pizza, fast food",700,Indian Rupees(Rs.),2.8,70,pizza,medium
Green Chick Chop,Gurgaon,"Qutab Plaza, DLF Phase 1","raw meats, north indian, fast food",350,Indian Rupees(Rs.),2.8,16,raw meats,medium
Naushi's Kitchenette,Gurgaon,"Qutab Plaza, DLF Phase 1","bakery, beverages",500,Indian Rupees(Rs.),3.4,57,bakery,medium
Sapra Pastry Treat,Gurgaon,"Qutab Plaza, DLF Phase 1","bakery, fast food",250,Indian Rupees(Rs.),3.0,33,bakery,low
Subway,Gurgaon,"Qutab Plaza, DLF Phase 1","american, fast food, salad, healthy food",500,Indian Rupees(Rs.),3.2,92,american,medium
Sunny Sweets,Gurgaon,"Qutab Plaza, DLF Phase 1","mithai, street food",200,Indian Rupees(Rs.),3.3,22,mithai,low
The Healthy Rasoi,Gurgaon,"Qutab Plaza, DLF Phase 1","healthy food, north indian, beverages",500,Indian Rupees(Rs.),3.7,25,healthy food,medium
Burger King,Gurgaon,"Raheja Mall, Sohna Road","burger, fast food",500,Indian Rupees(Rs.),3.0,71,burger,medium
Hong Kong Express,Gurgaon,"Raheja Mall, Sohna Road","chinese, thai",700,Indian Rupees(Rs.),3.2,100,chinese,medium
Viva Hyderabad,Gurgaon,"Raheja Mall, Sohna Road","biryani, north indian",600,Indian Rupees(Rs.),2.3,32,biryani,medium
Cafe Rouge - Ramada,Gurgaon,"Ramada Gurgaon Central, Sector 44","north eastern, continental, south indian, fast food",1500,Indian Rupees(Rs.),3.5,194,north eastern,high
Shamji Sweets,Gurgaon,Sadar Bazar,mithai,200,Indian Rupees(Rs.),3.2,15,mithai,low
Sialkoti Vaishno Dhaba,Gurgaon,Sadar Bazar,north indian,250,Indian Rupees(Rs.),3.1,16,north indian,low
Haldiram's,Gurgaon,"Sahara Mall, MG Road","north indian, south indian, chinese, street food, fast food, mithai, desserts",600,Indian Rupees(Rs.),3.6,315,north indian,medium
Club Prison,Gurgaon,"Sahara Mall, MG Road",finger food,1800,Indian Rupees(Rs.),2.4,53,finger food,high
Maa Bhagwati Tiffins,Gurgaon,Sector 12,north indian,200,Indian Rupees(Rs.),3.0,4,north indian,low
Spices & Sauces,Gurgaon,Sector 12,"north indian, continental",1500,Indian Rupees(Rs.),3.0,8,north indian,high
Indian Food Cafe,Gurgaon,Sector 12,north indian,500,Indian Rupees(Rs.),0.0,1,north indian,medium
Assam Tea Corner,Gurgaon,Sector 14,"chinese, street food",150,Indian Rupees(Rs.),2.8,6,chinese,low
Bakingo,Gurgaon,Sector 14,bakery,400,Indian Rupees(Rs.),3.0,4,bakery,medium
Balaji Sweets & Snacks,Gurgaon,Sector 14,"north indian, south indian, chinese",400,Indian Rupees(Rs.),2.9,6,north indian,medium
Baxman Delivers,Gurgaon,Sector 14,"north indian, chinese, fast food, desserts",800,Indian Rupees(Rs.),2.9,4,north indian,high
Burger Point,Gurgaon,Sector 14,"burger, fast food",300,Indian Rupees(Rs.),3.2,20,burger,medium
Burger Xpress,Gurgaon,Sector 14,fast food,300,Indian Rupees(Rs.),3.1,20,fast food,medium
Cafe Coffee Day,Gurgaon,Sector 14,cafe,450,Indian Rupees(Rs.),2.8,34,cafe,medium
Cake Factory,Gurgaon,Sector 14,"bakery, desserts",300,Indian Rupees(Rs.),3.3,36,bakery,medium
Cake Maker,Gurgaon,Sector 14,"street food, bakery",200,Indian Rupees(Rs.),3.0,5,street food,low
Captain's Table,Gurgaon,Sector 14,"bakery, desserts",200,Indian Rupees(Rs.),3.1,41,bakery,low
Carpedium,Gurgaon,Sector 14,"bakery, desserts",200,Indian Rupees(Rs.),3.1,7,bakery,low
Chef Sack Kitchen,Gurgaon,Sector 14,"mexican, lebanese, italian, continental, thai",500,Indian Rupees(Rs.),3.1,7,mexican,medium
Chinar Junction,Gurgaon,Sector 14,"north indian, chinese",600,Indian Rupees(Rs.),2.8,8,north indian,medium
Frontier,Gurgaon,Sector 14,bakery,200,Indian Rupees(Rs.),2.9,10,bakery,low
Ganpati Rasoi,Gurgaon,Sector 14,north indian,200,Indian Rupees(Rs.),3.2,11,north indian,low
Indian & Chinese Corner,Gurgaon,Sector 14,"north indian, chinese",400,Indian Rupees(Rs.),3.1,21,north indian,medium
Juice Lounge,Gurgaon,Sector 14,"beverages, fast food",350,Indian Rupees(Rs.),3.4,25,beverages,medium
KB's Kulfi & Icecream,Gurgaon,Sector 14,ice cream,200,Indian Rupees(Rs.),3.3,19,ice cream,low
KB's Kulfi & Icecream,Gurgaon,Sector 14,ice cream,200,Indian Rupees(Rs.),3.3,43,ice cream,low
Keventers,Gurgaon,Sector 14,beverages,250,Indian Rupees(Rs.),2.6,18,beverages,low
KFC,Gurgaon,Sector 14,"american, fast food, burger",500,Indian Rupees(Rs.),2.7,17,american,medium
Madras Cafe,Gurgaon,Sector 14,"south indian, north indian, chinese, fast food",300,Indian Rupees(Rs.),3.3,69,south indian,medium
Madurai Meenakshi Bhawan,Gurgaon,Sector 14,"south indian, north indian",300,Indian Rupees(Rs.),3.4,25,south indian,medium
Masala Fusion,Gurgaon,Sector 14,"north indian, chinese",600,Indian Rupees(Rs.),3.2,52,north indian,medium
Moti Mahal Delux Tandoori Trail,Gurgaon,Sector 14,"north indian, continental",800,Indian Rupees(Rs.),2.9,16,north indian,high
Mr. & Mrs. Idly,Gurgaon,Sector 14,"south indian, chinese",400,Indian Rupees(Rs.),3.0,5,south indian,medium
Pind Bawarchi,Gurgaon,Sector 14,"north indian, chinese",600,Indian Rupees(Rs.),3.1,8,north indian,medium
Republic of Chicken,Gurgaon,Sector 14,"raw meats, fast food",400,Indian Rupees(Rs.),2.8,9,raw meats,medium
Ridhi Sidhi,Gurgaon,Sector 14,"north indian, chinese, south indian",500,Indian Rupees(Rs.),3.0,30,north indian,medium
Romi Da Dhaba,Gurgaon,Sector 14,north indian,450,Indian Rupees(Rs.),3.2,34,north indian,medium
Shamji Sweets,Gurgaon,Sector 14,"mithai, south indian, chinese, street food, north indian",600,Indian Rupees(Rs.),2.9,26,mithai,medium
Six Pack Kitchen,Gurgaon,Sector 14,"healthy food, continental",600,Indian Rupees(Rs.),3.2,13,healthy food,medium
Taste of Dilli 6,Gurgaon,Sector 14,"chinese, north indian",650,Indian Rupees(Rs.),2.7,9,chinese,medium
The Guls,Gurgaon,Sector 14,north indian,650,Indian Rupees(Rs.),3.0,21,north indian,medium
The League Restaurant,Gurgaon,Sector 14,"north indian, chinese",900,Indian Rupees(Rs.),3.1,17,north indian,high
The Plaza Solitaire,Gurgaon,Sector 14,"north indian, mughlai, chinese, south indian",900,Indian Rupees(Rs.),3.3,32,north indian,high
Uttarakhand Fast Food,Gurgaon,Sector 14,north indian,200,Indian Rupees(Rs.),2.9,6,north indian,low
Viva Hyderabad,Gurgaon,Sector 14,"biryani, north indian",600,Indian Rupees(Rs.),2.5,70,biryani,medium
Wahid Food Corner,Gurgaon,Sector 14,north indian,400,Indian Rupees(Rs.),2.8,6,north indian,medium
Zync - Rosewood Hotel,Gurgaon,Sector 14,"north indian, chinese, continental",1000,Indian Rupees(Rs.),3.0,5,north indian,high
Konetto Pizza,Gurgaon,Sector 14,pizza,150,Indian Rupees(Rs.),3.5,32,pizza,low
South Store,Gurgaon,Sector 14,south indian,200,Indian Rupees(Rs.),3.5,64,south indian,low
Grill & Cafe,Gurgaon,Sector 14,"chinese, mughlai, north indian",600,Indian Rupees(Rs.),0.0,3,chinese,medium
Gurgaon Mughlai Chicken,Gurgaon,Sector 14,"north indian, mughlai",350,Indian Rupees(Rs.),0.0,2,north indian,medium
Mughal Chicken Corner,Gurgaon,Sector 14,"north indian, mughlai",500,Indian Rupees(Rs.),0.0,3,north indian,medium
Oven Aroma,Gurgaon,Sector 14,bakery,400,Indian Rupees(Rs.),0.0,3,bakery,medium
Radha Swami Shudh Vaishno Dhaba,Gurgaon,Sector 14,north indian,350,Indian Rupees(Rs.),0.0,3,north indian,medium
Special No.1 Biryani Corner,Gurgaon,Sector 14,mughlai,700,Indian Rupees(Rs.),0.0,2,mughlai,medium
Sun Sweets Restaurant,Gurgaon,Sector 14,"street food, mithai, north indian, south indian, chinese",400,Indian Rupees(Rs.),0.0,3,street food,medium
Captain Bill$ Deliverz,Gurgaon,Sector 14,"north indian, chinese, fast food",1000,Indian Rupees(Rs.),2.4,23,north indian,high
China Hut,Gurgaon,Sector 14,"chinese, fast food",300,Indian Rupees(Rs.),2.4,18,chinese,medium
G Dot,Gurgaon,Sector 14,"north indian, south indian, chinese",400,Indian Rupees(Rs.),2.4,26,north indian,medium
Cake2you,Gurgaon,Sector 15,"bakery, desserts",400,Indian Rupees(Rs.),3.0,4,bakery,medium
Delight Express,Gurgaon,Sector 15,"chinese, north indian",400,Indian Rupees(Rs.),2.9,6,chinese,medium
Empress,Gurgaon,Sector 15,"north indian, chinese",1000,Indian Rupees(Rs.),2.9,5,north indian,high
Hotel DDR,Gurgaon,Sector 15,"north indian, chinese, mughlai",500,Indian Rupees(Rs.),2.8,10,north indian,medium
Khan Kabab Corner,Gurgaon,Sector 15,"mughlai, north indian",500,Indian Rupees(Rs.),3.0,4,mughlai,medium
Kwality Cakes and Bakes,Gurgaon,Sector 15,"bakery, desserts, fast food",350,Indian Rupees(Rs.),3.2,12,bakery,medium
Nite Bites,Gurgaon,Sector 15,"north indian, chinese, continental",650,Indian Rupees(Rs.),2.9,4,north indian,medium
Oriental Kitchen Express,Gurgaon,Sector 15,"chinese, thai",450,Indian Rupees(Rs.),3.3,14,chinese,medium
Royal Mart,Gurgaon,Sector 15,"bakery, fast food",300,Indian Rupees(Rs.),2.9,4,bakery,medium
Sikkim Fast Food,Gurgaon,Sector 15,chinese,350,Indian Rupees(Rs.),2.7,36,chinese,medium
ZASTY,Gurgaon,Sector 15,"continental, north indian, asian",500,Indian Rupees(Rs.),3.5,28,continental,medium
Maachh Bhaat,Gurgaon,Sector 17,oriya,600,Indian Rupees(Rs.),3.4,256,oriya,medium
ANTIDOTE,Gurgaon,Sector 17,beverages,400,Indian Rupees(Rs.),0.0,0,beverages,medium
Bablu Fast Food,Gurgaon,Sector 17,chinese,300,Indian Rupees(Rs.),0.0,0,chinese,medium
Bikaner Sweets Snacks & Restaurant,Gurgaon,Sector 17,"bakery, chinese, north indian",250,Indian Rupees(Rs.),0.0,0,bakery,low
Bikaner Sweets,Gurgaon,Sector 17,"north indian, street food, mithai",350,Indian Rupees(Rs.),0.0,0,north indian,medium
Biryani & Rolls,Gurgaon,Sector 17,north indian,400,Indian Rupees(Rs.),0.0,0,north indian,medium
Cafe Coffee Day,Gurgaon,Sector 17,cafe,450,Indian Rupees(Rs.),0.0,0,cafe,medium
Chefy's Kitchen,Gurgaon,Sector 17,"biryani, pizza, fast food, healthy food",400,Indian Rupees(Rs.),0.0,1,biryani,medium
Delight Express,Gurgaon,Sector 17,"raw meats, north indian, chinese",400,Indian Rupees(Rs.),0.0,2,raw meats,medium
Dilli Rasoi,Gurgaon,Sector 17,north indian,200,Indian Rupees(Rs.),0.0,0,north indian,low
Dujal Cafe,Gurgaon,Sector 17,chinese,250,Indian Rupees(Rs.),0.0,0,chinese,low
Full Dabba,Gurgaon,Sector 17,"north indian, south indian",300,Indian Rupees(Rs.),0.0,1,north indian,medium
HSI Food World,Gurgaon,Sector 17,"north indian, chinese",600,Indian Rupees(Rs.),0.0,0,north indian,medium
Krishna Restaurant,Gurgaon,Sector 17,"north indian, south indian, chinese, fast food",500,Indian Rupees(Rs.),0.0,1,north indian,medium
Lajawaab House Cafe,Gurgaon,Sector 17,"north indian, south indian, chinese",500,Indian Rupees(Rs.),0.0,0,north indian,medium
Luncheon Box,Gurgaon,Sector 17,north indian,150,Indian Rupees(Rs.),0.0,0,north indian,low
Modern Sweets,Gurgaon,Sector 17,"mithai, street food",100,Indian Rupees(Rs.),0.0,2,mithai,low
Radha Swami Shudh Vaishno Dhaba,Gurgaon,Sector 17,north indian,150,Indian Rupees(Rs.),0.0,1,north indian,low
Raju Vaishno Amritsari Dhaba,Gurgaon,Sector 17,north indian,150,Indian Rupees(Rs.),0.0,0,north indian,low
Rustic Flavours,Gurgaon,Sector 17,north indian,550,Indian Rupees(Rs.),0.0,2,north indian,medium
VK Food Court,Gurgaon,Sector 17,"north indian, chinese",400,Indian Rupees(Rs.),0.0,0,north indian,medium
Domino's Pizza,Gurgaon,Sector 21,"pizza, fast food",700,Indian Rupees(Rs.),3.3,32,pizza,medium
GoGourmet,Gurgaon,Sector 21,"healthy food, beverages",600,Indian Rupees(Rs.),3.2,8,healthy food,medium
Snack Shack,Gurgaon,Sector 21,chinese,400,Indian Rupees(Rs.),2.7,15,chinese,medium
Westí©ross,Gurgaon,Sector 21,"italian, mexican",400,Indian Rupees(Rs.),3.5,40,italian,medium
Fruitpro,Gurgaon,Sector 21,beverages,150,Indian Rupees(Rs.),0.0,0,beverages,low
Konetto Pizza,Gurgaon,Sector 21,pizza,150,Indian Rupees(Rs.),0.0,0,pizza,low
Tpot,Gurgaon,Sector 21,cafe,800,Indian Rupees(Rs.),0.0,3,cafe,high
Cake Desire,Gurgaon,Sector 22,bakery,400,Indian Rupees(Rs.),3.0,4,bakery,medium
Burger Xpress,Gurgaon,Sector 22,fast food,300,Indian Rupees(Rs.),0.0,2,fast food,medium
Divine Bites,Gurgaon,Sector 22,bakery,300,Indian Rupees(Rs.),0.0,0,bakery,medium
Interaxis,Gurgaon,Sector 22,"raw meats, fast food",400,Indian Rupees(Rs.),0.0,0,raw meats,medium
Kwality wall's swirl's,Gurgaon,Sector 22,ice cream,200,Indian Rupees(Rs.),0.0,0,ice cream,low
Milan Apna Dhaba,Gurgaon,Sector 22,north indian,300,Indian Rupees(Rs.),0.0,0,north indian,medium
R S Foods,Gurgaon,Sector 22,"mughlai, north indian",450,Indian Rupees(Rs.),0.0,0,mughlai,medium
Ronny Flavours,Gurgaon,Sector 22,"fast food, beverages",300,Indian Rupees(Rs.),0.0,2,fast food,medium
Shahi  Chicken Corner,Gurgaon,Sector 22,mughlai,250,Indian Rupees(Rs.),0.0,0,mughlai,low
Behrouz Biryani,Gurgaon,Sector 23,biryani,600,Indian Rupees(Rs.),3.4,17,biryani,medium
Biryani Art,Gurgaon,Sector 23,"hyderabadi, north indian, biryani",1100,Indian Rupees(Rs.),3.3,8,hyderabadi,high
Daawat-e! Amritsar,Gurgaon,Sector 23,mughlai,700,Indian Rupees(Rs.),2.9,27,mughlai,medium
Faasos,Gurgaon,Sector 23,"north indian, fast food",600,Indian Rupees(Rs.),3.0,13,north indian,medium
Ovenstory Pizza,Gurgaon,Sector 23,"pizza, fast food",500,Indian Rupees(Rs.),3.3,15,pizza,medium
Pizza Hut Delivery,Gurgaon,Sector 23,"italian, pizza, fast food",800,Indian Rupees(Rs.),2.7,53,italian,high
Game n Grillz,Gurgaon,Sector 23,"north indian, chinese, fast food",850,Indian Rupees(Rs.),3.6,169,north indian,high
Hamoni Red: Play Cafe,Gurgaon,Sector 23,cafe,900,Indian Rupees(Rs.),3.9,25,cafe,high
Firangi Bake,Gurgaon,Sector 23,bakery,300,Indian Rupees(Rs.),0.0,0,bakery,medium
Indochi,Gurgaon,Sector 23,"chinese, fast food, north indian",250,Indian Rupees(Rs.),0.0,0,chinese,low
Kettle & Kegs,Gurgaon,Sector 23,tea,200,Indian Rupees(Rs.),0.0,3,tea,low
The Food Garage,Gurgaon,Sector 23,"chinese, north indian",550,Indian Rupees(Rs.),0.0,2,chinese,medium
Machan,Gurgaon,Sector 29,"north indian, chinese",900,Indian Rupees(Rs.),3.3,88,north indian,high
Mainland China,Gurgaon,Sector 29,chinese,1800,Indian Rupees(Rs.),3.3,563,chinese,high
Pind Balluchi,Gurgaon,Sector 29,"north indian, mughlai",800,Indian Rupees(Rs.),3.4,1022,north indian,high
Sagar Ratna,Gurgaon,Sector 29,"south indian, north indian, chinese",600,Indian Rupees(Rs.),2.7,235,south indian,medium
Sasuraal,Gurgaon,Sector 29,"north indian, mughlai",1400,Indian Rupees(Rs.),3.3,586,north indian,high
feel ALIVE,Gurgaon,Sector 29,"north indian, american, asian, biryani",1200,Indian Rupees(Rs.),4.7,69,north indian,high
Matchbox,Gurgaon,Sector 29,"continental, north indian, chinese",1500,Indian Rupees(Rs.),4.8,245,continental,high
Prankster,Gurgaon,Sector 29,"modern indian, north indian",1500,Indian Rupees(Rs.),4.8,1478,modern indian,high
21 Gun Salute,Gurgaon,Sector 29,"north indian, mughlai, asian, continental",2000,Indian Rupees(Rs.),3.9,1365,north indian,high
Backyard Underground,Gurgaon,Sector 29,"continental, italian, north indian, american",1400,Indian Rupees(Rs.),3.5,134,continental,high
Bikanervala,Gurgaon,Sector 29,"mithai, north indian, south indian, fast food, street food, chinese",550,Indian Rupees(Rs.),3.8,966,mithai,medium
Chin Chin,Gurgaon,Sector 29,chinese,1500,Indian Rupees(Rs.),3.5,429,chinese,high
Domino's Pizza,Gurgaon,Sector 29,"pizza, fast food",700,Indian Rupees(Rs.),3.6,146,pizza,medium
Eggjactly,Gurgaon,Sector 29,"american, fast food",500,Indian Rupees(Rs.),3.7,241,american,medium
Gola Sizzlers,Gurgaon,Sector 29,"chinese, north indian, mughlai, continental",1500,Indian Rupees(Rs.),3.5,853,chinese,high
Hunter Valley,Gurgaon,Sector 29,"mexican, italian, north indian, chinese",1600,Indian Rupees(Rs.),3.6,254,mexican,high
Jungle Jamboree,Gurgaon,Sector 29,"continental, chinese, thai, mughlai, north indian",1500,Indian Rupees(Rs.),3.8,1317,continental,high
McDonald's,Gurgaon,Sector 29,"fast food, burger",500,Indian Rupees(Rs.),3.5,187,fast food,medium
My Bar Headquarters By Dockyard,Gurgaon,Sector 29,"continental, north indian, chinese, european, asian",1500,Indian Rupees(Rs.),3.9,401,continental,high
Punjabi by Nature,Gurgaon,Sector 29,north indian,1500,Indian Rupees(Rs.),3.6,302,north indian,high
